FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,Census Tract,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (per sq. mile),Area (Land),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median household income (In 2013 Inflation Adjusted Dollars),Median household income (In 2013 Inflation Adjusted Dollars):,Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Black or African American Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Asian Alone,Median household income (In 2013 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Two or More Races Householder,Median household income (In 2013 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder, not Hispanic or Latino",Average household income (In 2013 Inflation Adjusted Dollars),Median Family Income (In 2013 Inflation adjusted dollars),Average Family Income (In 2013 Inflation adjusted dollars),Median Nonfamily Household Income (In 2013 Inflation Adjusted Dollars),Average Nonfamily Income (In 2013 Inflation Adjusted Dollars),Median Income For Population 15 years and over:,Median Income For Population 15 years and over: Male,"Median Income For Population 15 years and over: Male: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Male: Other,Median Income For Population 15 years and over: Female,"Median Income For Population 15 years and over: Female: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Female: Other,Median Earnings:,Median Earnings: Less than high school graduate,Median Earnings: High school graduate (includes equivalency),Median Earnings: Some college or associate's degree,Median Earnings: Bachelor's degree,Median Earnings: Graduate or professional degree,Median Earnings: Male,Median Earnings: Male: Less than high school graduate,Median Earnings: Male: High school graduate (includes equivalency),Median Earnings: Male: Some college or associate's degree,Median Earnings: Male: Bachelor's degree,Median Earnings: Male: Graduate or professional degree,Median Earnings: Female,Median Earnings: Female: Less than high school graduate,Median Earnings: Female: High school graduate (includes equivalency),Median Earnings: Female: Some college or associate's degree,Median Earnings: Female: Bachelor's degree,Median Earnings: Female: Graduate or professional degree,Median Household Income Occupied housing units:,Median Household Income Occupied housing units: Owner occupied,Median Household Income Occupied housing units: Renter occupied,Percent change between Renter Occupied and Home Owner Occupied 2013,Households:,Households: With earnings,Households: No earnings,Households:,Households: With wage or salary income,Households: No wage or salary income,Households:,Households: With self-employment income,Households: No self-employment income,Households:,"Households: With interest, dividends, or net rental income","Households: No interest, dividends, or net rental income",Households:,Households: With Social Security income,Households: No Social Security income,Households:,Households: With Supplemental Security Income (SSI),Households: No Supplemental Security Income (SSI),Households:,Households: With public assistance income,Households: No public assistance income,Households:,Households: With retirement income,Households: No retirement income,Households:,Households: With Other types of income,Households: No Other types of income,Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars)
36005046201,"Census Tract 462.01, Bronx County, New York","Census Tract 462.01, Bronx County, New York",ny,140,0,ACSSF,3807,,,,,36,5,46201,14000US36005046201,,,2079871,104354,28272,28272,35206.1,0.803042717,12091,974,628,754,760,670,925,981,587,536,1060,944,1409,797,335,559,172,43495,43495,38314,45321,,17458,,36406,46694,47711,35896,58953,57969,73955,32864,40974,30260,30288,51011,13539,30209,49221,13848,42614,22421,31868,49014,55717,71667,42039,22479,32463,55087,61276,63988,43373,22341,30454,44158,54867,75436,43495,55611,36687,-0.340292388,12091,8162,3929,12091,8079,4012,12091,255,11836,12091,1249,10842,12091,4648,7443,12091,700,11391,12091,277,11814,12091,2755,9336,12091,1730,10361,26823,32299,25850,15877,28244,,22947,25096,26468,33499
36005033500,"Census Tract 335, Bronx County, New York","Census Tract 335, Bronx County, New York",ny,140,0,ACSSF,3709,,,,,36,5,33500,14000US36005033500,,,693291,0,2211,2211,8259.826,0.267681163,752,59,14,15,5,13,52,25,5,0,46,98,95,62,65,81,117,85972,85972,96042,95313,,91000,,36094,,36719,92375,120563,129706,146336,65429,89094,30351,40000,70481,15781,26278,68839,9673,64142,18173,30156,53000,63356,78500,65815,,,58000,63700,79000,63185,,30208,31875,63060,74583,85972,101667,67143,-0.339579214,752,587,165,752,578,174,752,70,682,752,189,563,752,316,436,752,15,737,752,19,733,752,175,577,752,37,715,42873,47179,33544,,32836,,27922,,25212,48687
36005029500,"Census Tract 295, Bronx County, New York","Census Tract 295, Bronx County, New York",ny,140,0,ACSSF,3687,,,,,36,5,29500,14000US36005029500,,,232992,0,4463,4463,49611.64,0.089958718,1792,80,12,32,11,136,8,18,30,48,233,102,274,251,139,234,184,94457,94457,92554,81125,,118833,,82039,113500,98902,83547,107572,115403,130651,52122,57973,49140,49569,61667,15462,48889,71442,22014,52399,20625,31451,53378,48018,81250,51847,21719,25526,52991,28333,83603,52776,,32377,75104,49937,76940,94457,115368,76553,-0.336445115,1792,1452,340,1792,1423,369,1792,221,1571,1792,421,1371,1792,491,1301,1792,36,1756,1792,41,1751,1792,301,1491,1792,178,1614,44508,48452,35658,,58055,,31260,53566,36202,48996
36005024800,"Census Tract 248, Bronx County, New York","Census Tract 248, Bronx County, New York",ny,140,0,ACSSF,3652,,,,,36,5,24800,14000US36005024800,,,277909,0,3619,3619,33727.47,0.107301269,1221,34,83,52,40,41,28,34,55,107,56,132,150,94,102,151,62,66918,66918,57195,67337,,83371,,99706,,97574,56768,86047,88300,96644,42961,62504,35588,34338,45230,16759,35754,51420,15000,45995,32567,27483,50021,58676,61711,45689,17500,41193,54861,54792,56429,48289,33750,24727,48947,58824,65574,66918,93229,61983,-0.335153225,1221,1023,198,1221,940,281,1221,94,1127,1221,274,947,1221,377,844,1221,17,1204,1221,28,1193,1221,212,1009,1221,115,1106,30942,30112,38265,,27629,,31974,42665,29394,31293
36005004800,"Census Tract 48, Bronx County, New York","Census Tract 48, Bronx County, New York",ny,140,0,ACSSF,3497,,,,,36,5,4800,14000US36005004800,,,148422,0,3882,3882,67741.53,0.057306057,1234,174,171,140,140,118,66,12,83,25,143,68,51,15,28,0,0,24683,24683,29000,30000,,17500,,22330,60476,27083,,33701,25893,32961,14076,19908,16127,17265,21638,10876,14669,20382,9896,20230,18878,18866,30677,16667,,20830,20672,17772,30365,20625,,18444,16907,20147,35938,15417,,24683,35208,23413,-0.335009089,1234,824,410,1234,762,472,1234,126,1108,1234,33,1201,1234,291,943,1234,126,1108,1234,175,1059,1234,105,1129,1234,206,1028,12215,14573,13235,,6939,,11797,10570,12605,12355
36005041500,"Census Tract 415, Bronx County, New York","Census Tract 415, Bronx County, New York",ny,140,0,ACSSF,3779,,,,,36,5,41500,14000US36005041500,,,136156,0,5768,5768,109720.1,0.052570128,2118,259,200,227,167,98,107,29,79,67,173,214,278,75,113,16,16,35086,35086,24677,45144,,63580,,42857,13214,31314,33967,48292,35560,47420,26633,42425,22165,26123,35884,13417,15672,45673,9564,32188,14784,34688,36793,35302,43910,34006,21023,31412,38704,35711,44450,30997,9901,50043,35913,33417,42946,35086,52604,35043,-0.333833929,2118,1639,479,2118,1566,552,2118,175,1943,2118,181,1937,2118,543,1575,2118,250,1868,2118,53,2065,2118,199,1919,2118,236,1882,18709,21522,29418,,14521,,14544,8284,14193,23620
36005027401,"Census Tract 274.01, Bronx County, New York","Census Tract 274.01, Bronx County, New York",ny,140,0,ACSSF,3672,,,,,36,5,27401,14000US36005027401,,,703979,0,4799,4799,17655.86,0.271807823,1788,84,161,133,48,76,41,96,68,12,119,102,244,203,173,125,103,69138,69138,67759,,,111161,,12428,,70764,57393,83488,86389,98828,31641,44782,41099,53578,72044,27043,26328,51500,12509,53116,26406,42188,65694,72042,70391,70140,41500,46105,72111,72430,,42461,20917,39196,43672,54737,62250,69138,80625,53875,-0.331782946,1788,1271,517,1788,1262,526,1788,46,1742,1788,383,1405,1788,677,1111,1788,24,1764,1788,69,1719,1788,358,1430,1788,217,1571,32532,33394,,,44300,,16489,,25751,33258
36005041900,"Census Tract 419, Bronx County, New York","Census Tract 419, Bronx County, New York",ny,140,0,ACSSF,3781,,,,,36,5,41900,14000US36005041900,,,326909,0,6757,6757,53533.39,0.126220276,2535,414,134,260,93,117,228,64,57,113,277,204,266,130,118,23,37,36344,36344,37071,48276,,55257,,32161,46402,34346,55081,58825,34811,70652,33571,37862,21669,29167,48194,9964,17396,38958,9368,38261,20893,19849,50887,49441,54861,42596,26847,29104,55847,55321,97778,33557,10593,16283,41208,49294,,36344,51667,34834,-0.325797898,2535,1956,579,2535,1850,685,2535,186,2349,2535,106,2429,2535,476,2059,2535,224,2311,2535,111,2424,2535,182,2353,2535,248,2287,23091,33806,22936,,15583,,20879,21195,23785,30120
36005018302,"Census Tract 183.02, Bronx County, New York","Census Tract 183.02, Bronx County, New York",ny,140,0,ACSSF,3586,,,,,36,5,18302,14000US36005018302,,,112288,0,4176,4176,96321.87,0.043354641,1274,95,120,65,92,64,46,71,71,15,105,306,189,6,8,21,0,47167,47167,19079,42308,,,,58309,31563,43828,,49097,51250,46201,36985,47706,22523,24955,36861,15206,14289,29154,7375,24978,18088,23233,38600,36522,,34375,15658,24719,47667,50333,,23253,22788,20417,29327,19457,,47167,66917,45250,-0.323789172,1274,1119,155,1274,1100,174,1274,94,1180,1274,30,1244,1274,298,976,1274,39,1235,1274,63,1211,1274,144,1130,1274,115,1159,16937,11650,24533,,17937,,14586,7739,13220,
36005002800,"Census Tract 28, Bronx County, New York","Census Tract 28, Bronx County, New York",ny,140,0,ACSSF,3484,,,,,36,5,2800,14000US36005002800,,,417476,24677,5804,5804,36007.55,0.161188392,2340,104,124,187,160,86,146,187,121,113,218,214,323,205,91,27,34,48717,48717,21573,47876,,,,76528,68102,62935,,58255,56947,66601,34702,40388,30939,24547,34314,15170,32422,43098,16119,36676,29762,31085,37240,42244,55938,31780,43393,24063,32598,40625,53636,40438,28869,33198,47793,53542,70123,48717,70313,47600,-0.323027036,2340,1804,536,2340,1804,536,2340,33,2307,2340,103,2237,2340,734,1606,2340,108,2232,2340,13,2327,2340,330,2010,2340,213,2127,25148,19064,25763,,,,24559,24063,23848,
36005040100,"Census Tract 401, Bronx County, New York","Census Tract 401, Bronx County, New York",ny,140,0,ACSSF,3764,,,,,36,5,40100,14000US36005040100,,,170429,0,5272,5272,80117.92,0.065803008,1450,144,126,138,49,155,73,93,91,72,177,189,51,48,17,0,27,36786,36786,17368,41429,,,,36540,50536,35357,53393,44102,36987,45656,29597,33230,15900,21731,27064,9613,13243,30000,9221,20893,16850,17649,26587,23835,41932,26205,23947,41696,26130,,,15956,13315,11979,33750,24375,44000,36786,52946,35915,-0.321667359,1450,1264,186,1450,1237,213,1450,200,1250,1450,68,1382,1450,247,1203,1450,207,1243,1450,66,1384,1450,153,1297,1450,362,1088,13424,12000,15791,,,,13345,13753,12448,18056
36005019400,"Census Tract 194, Bronx County, New York","Census Tract 194, Bronx County, New York",ny,140,0,ACSSF,3591,,,,,36,5,19400,14000US36005019400,,,875756,5,2148,2148,6352.562,0.338131296,723,104,6,36,25,15,41,63,4,23,102,39,126,50,11,31,47,51309,51309,52019,50850,,,,50878,55909,50984,50385,69646,52100,69919,38958,60217,34375,39632,48601,16992,17480,48462,10175,45833,14479,50797,48026,48125,,47985,43358,50862,48182,48549,,43200,4429,49712,47813,19844,,51309,73750,50677,-0.312854237,723,537,186,723,533,190,723,18,705,723,72,651,723,192,531,723,68,655,723,66,657,723,122,601,723,150,573,25295,36678,14996,,56180,,25772,7022,22542,42317
36005025200,"Census Tract 252, Bronx County, New York","Census Tract 252, Bronx County, New York",ny,140,0,ACSSF,3656,,,,,36,5,25200,14000US36005025200,,,190715,0,2602,2602,35336.23,0.073635476,886,75,31,91,46,60,14,22,60,45,35,108,116,101,18,32,32,49944,49944,49375,105909,,74125,,38203,,42188,44500,63014,62155,73204,24792,33486,24042,29219,36974,15227,19605,46034,9423,37622,15074,26346,40709,51889,66761,28866,11458,28804,34712,44196,65852,41691,28158,23750,46458,52139,77500,49944,61852,42800,-0.30802561,886,665,221,886,656,230,886,25,861,886,163,723,886,317,569,886,75,811,886,8,878,886,136,750,886,111,775,23882,29603,13599,,25616,,13428,,19165,27946
36005015800,"Census Tract 158, Bronx County, New York","Census Tract 158, Bronx County, New York",ny,140,0,ACSSF,3565,,,,,36,5,15800,14000US36005015800,,,162978,0,1258,1258,19991.69,0.06292616,444,33,21,22,0,11,3,47,2,18,79,24,82,19,22,40,21,55556,55556,81346,23750,,,,12000,53688,75625,74327,77638,82639,92021,52646,41144,36571,46336,53125,19750,26150,56923,15865,51518,21042,52917,55769,72917,59643,52031,35938,52833,51797,103438,,50833,14632,132727,56635,14286,55000,55556,76797,53229,-0.306886988,444,350,94,444,347,97,444,31,413,444,66,378,444,179,265,444,18,426,444,0,444,444,105,339,444,35,409,30401,37525,12691,,14132,,12379,43484,39992,30162
36005007200,"Census Tract 72, Bronx County, New York","Census Tract 72, Bronx County, New York",ny,140,0,ACSSF,3517,,,,,36,5,7200,14000US36005007200,,,212597,0,5985,5985,72912.97,0.082084164,1775,232,139,166,128,49,48,79,75,95,181,164,283,33,47,45,11,42193,42193,35476,56369,,23190,,55057,20972,45581,45250,50556,45496,51334,19418,36667,19670,20648,26758,12297,18692,38589,9644,26175,20324,26100,19412,34692,58472,21952,20330,30030,16917,33750,34545,33834,20208,26050,19926,34692,73854,42193,56528,39318,-0.304450892,1775,1350,425,1775,1315,460,1775,138,1637,1775,167,1608,1775,472,1303,1775,122,1653,1775,171,1604,1775,195,1580,1775,220,1555,15942,23560,18833,,10536,,15527,8365,17929,27363
36005042100,"Census Tract 421, Bronx County, New York","Census Tract 421, Bronx County, New York",ny,140,0,ACSSF,3783,,,,,36,5,42100,14000US36005042100,,,248784,0,6035,6035,62827.91,0.096056044,2194,275,136,157,41,186,85,158,28,0,456,283,270,65,54,0,0,50816,50816,56655,37137,,56094,,35765,50625,37022,59508,47194,51500,51358,35854,38174,24715,29576,40854,11971,17456,31882,9724,32838,23491,29325,32289,41202,56348,40063,29175,42750,57668,29659,57011,29958,12153,29150,30566,45333,53681,50816,71667,50237,-0.299021865,2194,1817,377,2194,1773,421,2194,83,2111,2194,87,2107,2194,437,1757,2194,251,1943,2194,96,2098,2194,159,2035,2194,187,2007,18437,25239,24557,,22441,,12854,10150,14542,36602
36005044400,"Census Tract 444, Bronx County, New York","Census Tract 444, Bronx County, New York",ny,140,0,ACSSF,3798,,,,,36,5,44400,14000US36005044400,,,365065,0,3591,3591,25476.69,0.140952391,1269,76,64,124,15,57,41,45,26,21,124,136,266,99,84,68,23,61526,61526,46071,62371,,,,16417,,61296,27000,68144,76094,77814,36406,47213,30170,31182,45500,10078,27063,49625,12054,42382,26136,33819,53711,52059,60694,40690,27045,36750,66713,42045,,43488,6250,21798,51563,52604,61181,61526,78214,55074,-0.295854962,1269,1014,255,1269,1014,255,1269,0,1269,1269,151,1118,1269,401,868,1269,34,1235,1269,31,1238,1269,252,1017,1269,132,1137,26093,24953,27823,,28521,,13576,12536,23363,19408
36005014500,"Census Tract 145, Bronx County, New York","Census Tract 145, Bronx County, New York",ny,140,0,ACSSF,3556,,,,,36,5,14500,14000US36005014500,,,181441,0,6163,6163,87974.03,0.070054765,1992,654,220,81,174,105,144,65,174,71,195,40,42,27,0,0,0,20621,20621,32955,15851,,,,30134,26389,30313,,25970,20534,24989,13892,25051,9811,13503,29750,8681,9027,34342,7649,24894,21652,21815,26973,23594,41250,23966,21652,12308,27222,22734,,25786,20000,35409,26678,26250,,20621,29107,20553,-0.293881197,1992,1238,754,1992,1238,754,1992,55,1937,1992,58,1934,1992,447,1545,1992,324,1668,1992,385,1607,1992,236,1756,1992,244,1748,9016,10847,8665,13878,,,8736,9466,9156,7884
36005030701,"Census Tract 307.01, Bronx County, New York","Census Tract 307.01, Bronx County, New York",ny,140,0,ACSSF,3693,,,,,36,5,30701,14000US36005030701,,,390283,0,5408,5408,35888.46,0.150689115,2578,99,53,92,53,123,13,86,59,115,238,210,269,193,230,261,484,92361,92361,95326,69875,,135917,,56250,,59796,93393,130695,137197,179421,59263,78266,60769,70833,100081,27148,58312,90160,37313,74341,33243,55694,59750,60221,100394,86500,,76172,85042,100288,108056,66175,,12019,16833,58192,95259,92361,107011,75625,-0.293296951,2578,1856,722,2578,1705,873,2578,376,2202,2578,917,1661,2578,979,1599,2578,34,2544,2578,46,2532,2578,613,1965,2578,210,2368,63181,67826,55858,,63473,,16552,43512,41702,67389
36005018500,"Census Tract 185, Bronx County, New York","Census Tract 185, Bronx County, New York",ny,140,0,ACSSF,3588,,,,,36,5,18500,14000US36005018500,,,412406,0,6866,6866,43119.79,0.159230854,2390,568,223,218,256,152,215,83,128,157,125,136,60,20,49,0,0,23034,23034,12500,26906,,,,27583,8448,21847,9737,30185,28381,31981,11500,22679,15669,17685,20859,9529,13760,32373,9225,21566,18651,22146,23077,37313,20326,20000,20160,22788,25781,11103,,22292,14830,21886,22266,40956,35417,23034,31818,22584,-0.290213087,2390,1684,706,2390,1532,858,2390,265,2125,2390,16,2374,2390,348,2042,2390,366,2024,2390,339,2051,2390,77,2313,2390,478,1912,11640,7924,14494,6229,,,10324,4978,9926,13777
36005024400,"Census Tract 244, Bronx County, New York","Census Tract 244, Bronx County, New York",ny,140,0,ACSSF,3647,,,,,36,5,24400,14000US36005024400,,,173984,0,2533,2533,37707.14,0.067175601,795,18,47,31,16,47,38,78,9,4,41,113,135,116,42,22,38,67471,67471,65294,38611,,73500,,94926,,95066,52500,75089,80125,83544,52955,52005,33197,33864,50509,15375,32411,54813,11625,48306,37414,33292,52759,57708,54132,48199,51719,34432,50625,21944,49522,48636,35511,28558,53147,66250,54583,67471,80125,57917,-0.277166927,795,657,138,795,657,138,795,57,738,795,125,670,795,238,557,795,27,768,795,0,795,795,122,673,795,66,729,25101,28062,9824,,31560,,22766,,23582,28573
36005027900,"Census Tract 279, Bronx County, New York","Census Tract 279, Bronx County, New York",ny,140,0,ACSSF,3676,,,,,36,5,27900,14000US36005027900,,,264733,0,7345,7345,71859.05,0.102213987,2784,154,137,36,216,139,197,233,182,144,211,424,332,169,42,150,18,47227,47227,45833,63885,,80893,,43715,39356,45309,45208,60508,55586,66881,36875,43429,24667,30170,39734,15199,19688,46186,9659,31410,24417,26750,36538,46859,30395,35220,27524,27645,37102,60000,71583,27566,8774,17239,22227,45897,21189,47227,60536,44261,-0.268848289,2784,2374,410,2784,2257,527,2784,378,2406,2784,239,2545,2784,609,2175,2784,164,2620,2784,192,2592,2784,302,2482,2784,457,2327,25252,29597,24284,47846,24679,,22359,13621,19652,39999
36005038800,"Census Tract 388, Bronx County, New York","Census Tract 388, Bronx County, New York",ny,140,0,ACSSF,3751,,,,,36,5,38800,14000US36005038800,,,148659,0,2981,2981,51936,0.057397563,840,104,4,60,95,46,56,28,0,47,68,98,100,66,14,33,21,47619,47619,,46731,,,,87083,,25625,,57612,57500,65610,20170,34216,26605,39688,43732,21842,24149,29631,14063,32670,19167,32981,29141,43036,44271,44559,23750,53300,85521,43516,,28670,18125,28125,26607,41806,78487,47619,63068,46298,-0.265903469,840,704,136,840,698,142,840,52,788,840,85,755,840,155,685,840,55,785,840,33,807,840,97,743,840,132,708,18012,10184,18117,,,,22349,,13276,3540
36005026100,"Census Tract 261, Bronx County, New York","Census Tract 261, Bronx County, New York",ny,140,0,ACSSF,3662,,,,,36,5,26100,14000US36005026100,,,173409,0,2099,2099,31350.07,0.066953592,1067,25,11,54,38,20,9,38,62,85,110,228,142,119,49,60,17,64810,64810,35156,66250,,64239,,60865,118036,63125,37344,74949,59205,79009,66739,71559,42862,27038,45865,19417,44331,58417,22019,47593,14913,31250,42647,62750,69048,38512,14855,26600,26447,72639,96081,54528,,,58036,55096,60750,64810,67875,49933,-0.264338858,1067,838,229,1067,835,232,1067,32,1035,1067,225,842,1067,350,717,1067,17,1050,1067,3,1064,1067,359,708,1067,102,965,39698,37228,43933,,61867,,27404,64721,30863,44610
36005019500,"Census Tract 195, Bronx County, New York","Census Tract 195, Bronx County, New York",ny,140,0,ACSSF,3592,,,,,36,5,19500,14000US36005019500,,,219852,0,7556,7556,89014.2,0.084885335,2560,456,229,242,83,197,108,162,237,138,319,178,62,74,56,19,0,32051,32051,13856,36362,,35781,,40035,,28769,,37852,36505,41736,15907,25150,16596,26008,34626,10712,14059,30677,8765,28630,19412,27534,21250,41000,34821,32906,31275,32703,31304,42974,34420,17243,13789,16204,14479,38345,,32051,42545,31531,-0.258878834,2560,2062,498,2560,1977,583,2560,307,2253,2560,43,2517,2560,483,2077,2560,368,2192,2560,98,2462,2560,178,2382,2560,432,2128,13971,10971,14573,,10733,,14582,5460,13394,
36005027600,"Census Tract 276, Bronx County, New York","Census Tract 276, Bronx County, New York",ny,140,0,ACSSF,3674,,,,,36,5,27600,14000US36005027600,,,1525909,782519,117,117,198.5889,0.589156784,30,0,0,0,0,0,0,0,0,4,12,4,7,0,0,3,0,57222,57222,,53750,,,,,,,,75713,60625,80007,,,16250,9688,53750,9141,31250,48750,6429,32083,,27083,6625,49688,,26250,,,,,,47692,,,5938,,,57222,75000,56111,-0.251853333,30,27,3,30,27,3,30,0,30,30,0,30,30,3,27,30,16,14,30,0,30,30,3,27,30,4,26,19653,8946,18935,,24354,,,,,8946
36005045101,"Census Tract 451.01, Bronx County, New York","Census Tract 451.01, Bronx County, New York",ny,140,0,ACSSF,3802,,,,,36,5,45101,14000US36005045101,,,174956,0,1476,1476,21850.19,0.067550892,781,28,14,31,12,32,65,32,14,10,119,66,200,57,74,22,5,69861,69861,69167,76250,,,,,,27361,72813,73194,94444,94650,58658,58300,48826,68600,71009,51346,32281,58500,14432,58651,,51875,58921,65938,39922,71287,,53500,81515,75750,71652,57562,,46905,58079,65563,34500,69861,80952,61313,-0.242600553,781,552,229,781,552,229,781,6,775,781,132,649,781,275,506,781,20,761,781,0,781,781,220,561,781,120,661,39471,40319,30521,,30900,,,,13890,42508
36005013200,"Census Tract 132, Bronx County, New York","Census Tract 132, Bronx County, New York",ny,140,0,ACSSF,3549,,,,,36,5,13200,14000US36005013200,,,603044,967501,7400,7400,31781.95,0.2328366,2462,104,56,59,58,27,63,0,84,166,178,109,583,391,220,243,121,91968,91968,86918,68718,,162083,,95018,,95147,83651,99643,96737,110747,61250,61717,40537,51228,55887,24330,25880,43750,10233,47459,45570,44855,46955,46494,92957,55431,50688,56250,54643,56875,162266,40345,43401,31410,35722,40718,76875,91968,96721,74063,-0.234261432,2462,2111,351,2462,2041,421,2462,169,2293,2462,342,2120,2462,754,1708,2462,185,2277,2462,30,2432,2462,528,1934,2462,207,2255,35889,40741,32945,,45188,,29716,15093,34983,37804
36005038700,"Census Tract 387, Bronx County, New York","Census Tract 387, Bronx County, New York",ny,140,0,ACSSF,3750,,,,,36,5,38700,14000US36005038700,,,183256,0,2963,2963,41876.58,0.07075554,1134,263,117,74,125,33,48,47,25,80,78,40,99,68,18,19,0,24286,24286,22976,21875,,48250,,31771,,22300,57604,39316,23036,36478,21900,40041,16760,17933,47036,12289,13097,24519,6451,27750,17955,22432,30977,41103,48313,31537,23452,31719,39850,,47875,20611,2499,21389,22500,41176,,24286,30313,23319,-0.230726091,1134,791,343,1134,751,383,1134,96,1038,1134,31,1103,1134,172,962,1134,96,1038,1134,105,1029,1134,114,1020,1134,67,1067,16513,17332,15719,,25267,,16435,2450,14944,19488
36005038600,"Census Tract 386, Bronx County, New York","Census Tract 386, Bronx County, New York",ny,140,0,ACSSF,3749,,,,,36,5,38600,14000US36005038600,,,409527,0,8372,8372,52947.38,0.158119265,2553,360,125,105,102,42,202,73,126,149,94,220,486,316,52,101,0,49854,49854,7316,49580,,,,39023,,24313,112647,60207,56506,67305,17314,31802,30072,34707,43157,11961,22131,40041,11144,34413,25000,40158,33040,41743,64303,36171,40053,40707,33885,60547,,30570,19464,39688,23399,36923,64570,49854,62396,48154,-0.228251811,2553,2132,421,2553,2096,457,2553,104,2449,2553,177,2376,2553,326,2227,2553,78,2475,2553,103,2450,2553,204,2349,2553,358,2195,19824,27246,20901,,,,12723,3217,12652,31753
36005040900,"Census Tract 409, Bronx County, New York","Census Tract 409, Bronx County, New York",ny,140,0,ACSSF,3775,,,,,36,5,40900,14000US36005040900,,,822641,346374,3638,3638,11453.81,0.317623479,1247,66,27,78,70,45,52,94,33,175,30,148,228,113,32,48,8,49614,49614,43958,48864,,,,84250,103352,31944,47045,73031,49945,64997,47734,92007,33304,41866,50650,20821,29622,42222,16883,41250,32679,37944,48177,49241,76429,47552,46375,46744,41648,36103,76393,37813,30066,33821,48568,80431,80057,49614,63906,49356,-0.227678152,1247,881,366,1247,846,401,1247,130,1117,1247,166,1081,1247,401,846,1247,170,1077,1247,27,1220,1247,267,980,1247,172,1075,26143,57323,18525,,37406,,27238,27959,32835,64665
36005040502,"Census Tract 405.02, Bronx County, New York","Census Tract 405.02, Bronx County, New York",ny,140,0,ACSSF,3770,,,,,36,5,40502,14000US36005040502,,,141217,0,5649,5649,103605.4,0.054524191,2095,587,245,254,267,75,37,84,32,13,75,126,115,93,0,30,62,19358,19358,14648,22599,,216172,,17098,,17922,8491,37133,22065,39101,13367,22402,13387,18177,38750,9173,12131,37269,9403,26357,18635,35115,39828,38421,32411,25929,21037,45745,52429,,,30777,12101,31369,31406,38421,46250,19358,24350,19050,-0.217659138,2095,1303,792,2095,1210,885,2095,231,1864,2095,68,2027,2095,381,1714,2095,379,1716,2095,142,1953,2095,149,1946,2095,331,1764,14594,11627,16052,22506,51463,,11404,2387,11016,5082
36005016400,"Census Tract 164, Bronx County, New York","Census Tract 164, Bronx County, New York",ny,140,0,ACSSF,3571,,,,,36,5,16400,14000US36005016400,,,164159,0,1007,1007,15887.75,0.063382147,403,7,8,16,45,10,20,0,20,11,11,46,76,46,7,61,19,77344,77344,85104,,,,,41000,,71806,85260,88139,90250,92748,31591,50265,40699,50000,86111,22000,22448,53611,13646,52550,75859,31667,50417,61250,69688,76196,75859,80000,37083,157578,112813,46328,,28750,52708,51667,54643,77344,87188,68500,-0.214341423,403,288,115,403,288,115,403,31,372,403,75,328,403,159,244,403,5,398,403,0,403,403,80,323,403,70,333,36008,41098,7892,,,,20636,,32951,40531
