FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,Census Tract,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (per sq. mile),Area (Land),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median household income (In 2013 Inflation Adjusted Dollars),Median household income (In 2013 Inflation Adjusted Dollars):,Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Black or African American Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Asian Alone,Median household income (In 2013 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median household income (In 2013 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median household income (In 2013 Inflation Adjusted Dollars): Two or More Races Householder,Median household income (In 2013 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median household income (In 2013 Inflation Adjusted Dollars): White Alone Householder, not Hispanic or Latino",Average household income (In 2013 Inflation Adjusted Dollars),Median Family Income (In 2013 Inflation adjusted dollars),Average Family Income (In 2013 Inflation adjusted dollars),Median Nonfamily Household Income (In 2013 Inflation Adjusted Dollars),Average Nonfamily Income (In 2013 Inflation Adjusted Dollars),Median Income For Population 15 years and over:,Median Income For Population 15 years and over: Male,"Median Income For Population 15 years and over: Male: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Male: Other,Median Income For Population 15 years and over: Female,"Median Income For Population 15 years and over: Female: Worked full-time, year-round in the past 12 months",Median Income For Population 15 years and over: Female: Other,Median Earnings:,Median Earnings: Less than high school graduate,Median Earnings: High school graduate (includes equivalency),Median Earnings: Some college or associate's degree,Median Earnings: Bachelor's degree,Median Earnings: Graduate or professional degree,Median Earnings: Male,Median Earnings: Male: Less than high school graduate,Median Earnings: Male: High school graduate (includes equivalency),Median Earnings: Male: Some college or associate's degree,Median Earnings: Male: Bachelor's degree,Median Earnings: Male: Graduate or professional degree,Median Earnings: Female,Median Earnings: Female: Less than high school graduate,Median Earnings: Female: High school graduate (includes equivalency),Median Earnings: Female: Some college or associate's degree,Median Earnings: Female: Bachelor's degree,Median Earnings: Female: Graduate or professional degree,Median Household Income Occupied housing units:,Median Household Income Occupied housing units: Owner occupied,Median Household Income Occupied housing units: Renter occupied,Percent change between Renter Occupied and Home Owner Occupied 2013,Households:,Households: With earnings,Households: No earnings,Households:,Households: With wage or salary income,Households: No wage or salary income,Households:,Households: With self-employment income,Households: No self-employment income,Households:,"Households: With interest, dividends, or net rental income","Households: No interest, dividends, or net rental income",Households:,Households: With Social Security income,Households: No Social Security income,Households:,Households: With Supplemental Security Income (SSI),Households: No Supplemental Security Income (SSI),Households:,Households: With public assistance income,Households: No public assistance income,Households:,Households: With retirement income,Households: No retirement income,Households:,Households: With Other types of income,Households: No Other types of income,Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars),Per capita income (In 2013 Inflation adjusted dollars)
36005020601,"Census Tract 206.01, Bronx County, New York","Census Tract 206.01, Bronx County, New York",ny,140,0,ACSSF,3601,,,,,36,5,20601,14000US36005020601,,,150366,0,3084,3084,53120.54,0.05805664,1013,143,53,83,52,9,15,22,0,102,41,71,212,74,70,23,43,53125,53125,37670,85556,,77198,,47074,91750,46973,26389,66938,72375,75445,38466,36013,26581,46154,54826,13250,21133,41364,9577,45228,42625,22016,45333,67078,57083,49732,43063,46293,46050,66470,,32368,,20641,41686,,66875,53125,85972,46581,-0.45818406,1013,777,236,1013,777,236,1013,63,950,1013,89,924,1013,198,815,1013,74,939,1013,67,946,1013,132,881,1013,142,871,24104,25578,27353,,24056,,21856,19282,21165,14790
36005022200,"Census Tract 222, Bronx County, New York","Census Tract 222, Bronx County, New York",ny,140,0,ACSSF,3619,,,,,36,5,22200,14000US36005022200,,,221540,0,3171,3171,37071.64,0.085537076,1076,77,61,84,85,134,33,37,27,10,135,113,141,61,26,33,19,45000,45000,53621,49792,,28750,,29408,83239,39306,81141,55261,36806,54556,45313,53957,26797,28615,35038,14647,21545,30753,12434,29267,19492,20114,32389,32150,39063,30950,19414,29773,41389,38833,,28039,20074,16250,31345,18403,39063,45000,65192,35395,-0.457065284,1076,896,180,1076,891,185,1076,33,1043,1076,148,928,1076,218,858,1076,91,985,1076,19,1057,1076,103,973,1076,210,866,20037,32271,20627,,9469,,18249,20566,18560,71750
36005018101,"Census Tract 181.01, Bronx County, New York","Census Tract 181.01, Bronx County, New York",ny,140,0,ACSSF,3583,,,,,36,5,18101,14000US36005018101,,,77226,0,3125,3125,104805.5,0.029817127,977,232,63,94,69,97,0,72,43,63,41,73,30,69,22,9,0,26694,26694,18864,28780,,,,26583,,25056,,37924,28438,41121,17463,31250,15581,16646,26307,9118,14024,28281,9023,20897,16619,17391,26908,4655,,20404,16760,22037,20568,4073,,23036,16442,4667,32000,23512,,26694,46477,25444,-0.452546421,977,774,203,977,774,203,977,38,939,977,41,936,977,198,779,977,186,791,977,82,895,977,98,879,977,100,877,13719,7589,13553,4278,,,19183,,13529,
36005022401,"Census Tract 224.01, Bronx County, New York","Census Tract 224.01, Bronx County, New York",ny,140,0,ACSSF,3621,,,,,36,5,22401,14000US36005022401,,,84896,0,2612,2612,79686.3,0.03277853,1125,144,77,34,71,80,81,73,43,107,62,176,121,18,21,0,17,40184,40184,35708,47083,,27250,,36625,,37024,37171,48161,37639,46539,39271,47212,24375,26960,45379,12614,18558,40956,9224,38500,17202,29961,39750,52625,47135,42112,24732,42457,57569,53875,39375,31139,12813,23021,39667,41905,47396,40184,66111,36375,-0.449788991,1125,852,273,1125,843,282,1125,23,1102,1125,66,1059,1125,198,927,1125,120,1005,1125,40,1085,1125,101,1024,1125,88,1037,21569,22621,30966,,15146,,17294,,16930,29193
36005031400,"Census Tract 314, Bronx County, New York","Census Tract 314, Bronx County, New York",ny,140,0,ACSSF,3697,,,,,36,5,31400,14000US36005031400,,,210231,0,2198,2198,27078.75,0.081170646,664,33,21,0,16,16,12,37,12,5,45,96,88,60,69,74,80,80417,80417,76680,88958,,140938,,220350,,100000,74750,104400,109886,123360,53550,56076,41598,58519,71490,34821,22750,50966,12974,59583,31667,50298,51250,73281,85250,65625,34000,61944,46458,74688,96250,42266,,38854,55962,46477,77045,80417,107614,60030,-0.442172951,664,495,169,664,490,174,664,25,639,664,194,470,664,279,385,664,25,639,664,15,649,664,191,473,664,37,627,34641,38623,30242,,22467,,31169,,33996,40615
36005037300,"Census Tract 373, Bronx County, New York","Census Tract 373, Bronx County, New York",ny,140,0,ACSSF,3737,,,,,36,5,37300,14000US36005037300,,,173453,0,5183,5183,77392.2,0.066970581,1664,199,167,175,79,235,131,131,64,76,127,97,61,54,16,39,13,29606,29606,35781,34000,,,,28141,25875,28108,43750,46300,27845,38736,31926,59406,20229,23851,29909,8779,17767,32660,10322,26265,18004,27417,30227,38295,71641,27568,20335,17222,31420,45688,,25441,16042,31324,21188,30333,71016,29606,48750,27303,-0.439938462,1664,1271,393,1664,1233,431,1664,122,1542,1664,91,1573,1664,241,1423,1664,231,1433,1664,153,1511,1664,187,1477,1664,178,1486,15352,32653,17987,,23766,,8544,5733,13668,18321
36005039400,"Census Tract 394, Bronx County, New York","Census Tract 394, Bronx County, New York",ny,140,0,ACSSF,3757,,,,,36,5,39400,14000US36005039400,,,145220,0,4586,4586,81790.97,0.056069758,1547,253,61,86,116,53,139,80,40,27,118,207,163,83,54,58,9,39157,39157,33417,52802,,18929,,28362,,29904,59167,51653,53260,60007,28000,33097,24432,24647,40184,12333,23938,43041,10639,32011,20286,23906,35778,45000,63462,30993,25086,32969,35292,41979,63750,32703,14357,16694,36750,47784,59625,39157,66250,37466,-0.434475472,1547,1264,283,1547,1250,297,1547,126,1421,1547,78,1469,1547,273,1274,1547,120,1427,1547,87,1460,1547,126,1421,1547,126,1421,19133,20110,20200,,7320,,15657,27140,18434,17409
36005004001,"Census Tract 40.01, Bronx County, New York","Census Tract 40.01, Bronx County, New York",ny,140,0,ACSSF,3491,,,,,36,5,4001,14000US36005004001,,,123145,0,1470,1470,30917.07,0.047546552,490,26,0,50,35,19,15,45,21,51,25,37,60,54,12,18,22,46809,46809,41964,106125,,50781,,45603,35865,45603,45278,66040,47083,65083,46438,65951,27277,25505,31080,11667,32000,45758,10714,32900,23350,25952,36364,65114,76944,27394,24900,30852,34583,105125,,37159,,25060,36591,59009,76944,46809,75556,42857,-0.432778337,490,388,102,490,361,129,490,27,463,490,50,440,490,173,317,490,18,472,490,29,461,490,84,406,490,33,457,23640,28167,45244,,10527,,23684,10544,25675,27480
36005028300,"Census Tract 283, Bronx County, New York","Census Tract 283, Bronx County, New York",ny,140,0,ACSSF,3678,,,,,36,5,28300,14000US36005028300,,,237633,0,3137,3137,34190.5,0.091750618,1237,40,74,132,77,61,0,89,123,146,180,173,70,41,0,31,0,45485,45485,29531,42191,,,,49750,46935,47325,14861,48616,40466,46471,46443,47825,23603,21806,34946,9145,24983,45167,12039,33872,14792,26066,36131,47593,56816,32554,17991,17500,35417,47721,,35833,9023,26646,39808,47143,,45485,72995,41931,-0.425563395,1237,1028,209,1237,1024,213,1237,99,1138,1237,52,1185,1237,230,1007,1237,140,1097,1237,7,1230,1237,99,1138,1237,106,1131,20708,22238,21847,,,,18928,31768,20825,22742
36005046000,"Census Tract 460, Bronx County, New York","Census Tract 460, Bronx County, New York",ny,140,0,ACSSF,3806,,,,,36,5,46000,14000US36005046000,,,287816,0,2938,2938,26438.37,0.111126384,909,110,102,0,23,37,95,97,50,72,41,91,116,49,7,0,19,39448,39448,13438,45040,,,,22500,,14063,,48514,42125,54384,26964,33435,20961,21818,65639,8294,20702,34184,9219,31698,22195,11645,33194,40433,75536,46576,73929,19000,47337,,,29750,20671,4447,30417,39716,75595,39448,65639,37791,-0.424259967,909,721,188,909,709,200,909,12,897,909,7,902,909,151,758,909,89,820,909,76,833,909,84,825,909,101,808,16564,6006,18465,,8836,,6928,,11536,5544
36005037800,"Census Tract 378, Bronx County, New York","Census Tract 378, Bronx County, New York",ny,140,0,ACSSF,3741,,,,,36,5,37800,14000US36005037800,,,129819,0,3241,3241,64660.42,0.050123398,1051,79,6,58,112,93,55,89,43,59,81,217,60,34,65,0,0,42326,42326,33750,48333,,,,40550,,38878,22083,50337,39347,49236,42500,45968,27366,28690,39250,12898,24138,40552,11910,36645,36375,29976,37763,59583,73778,40000,41850,35250,50691,58194,,35500,27262,29286,31583,,73807,42326,67321,38862,-0.422735848,1051,921,130,1051,835,216,1051,104,947,1051,95,956,1051,157,894,1051,74,977,1051,68,983,1051,117,934,1051,143,908,17509,17325,18316,,,,17494,2425,16074,18705
36005037200,"Census Tract 372, Bronx County, New York","Census Tract 372, Bronx County, New York",ny,140,0,ACSSF,3736,,,,,36,5,37200,14000US36005037200,,,186529,0,2364,2364,32824.55,0.072019253,748,69,37,59,48,2,44,22,39,32,118,54,90,37,39,29,29,51571,51571,64773,56149,,25625,,22250,63542,43333,21042,67060,57026,76093,46063,43537,28426,34667,51429,8125,20417,47572,9528,37587,28304,50208,35811,50893,48286,50772,,80417,38828,77059,,35000,28750,11852,20781,43500,48393,51571,77159,44712,-0.420521261,748,649,99,748,649,99,748,14,734,748,62,686,748,152,596,748,52,696,748,28,720,748,129,619,748,99,649,24015,17561,30205,,13365,,17193,8801,15870,15542
36005021601,"Census Tract 216.01, Bronx County, New York","Census Tract 216.01, Bronx County, New York",ny,140,0,ACSSF,3611,,,,,36,5,21601,14000US36005021601,,,164180,0,4132,4132,65183.52,0.063390255,1530,318,208,140,147,96,0,92,149,43,83,121,62,36,26,9,0,22818,22818,27525,23456,,25885,,20846,20833,20236,28681,33506,21660,33924,25893,31552,17788,24500,34216,13556,15132,38438,9941,23942,32770,27258,21116,17500,46339,28164,34681,25968,15938,,45938,18516,12115,29100,24063,16548,64107,22818,38672,22482,-0.418649152,1530,1088,442,1530,1045,485,1530,60,1470,1530,95,1435,1530,260,1270,1530,156,1374,1530,127,1403,1530,213,1317,1530,103,1427,13047,18161,11375,,7894,,11744,10643,12870,19005
36005036800,"Census Tract 368, Bronx County, New York","Census Tract 368, Bronx County, New York",ny,140,0,ACSSF,3731,,,,,36,5,36800,14000US36005036800,,,169530,0,2154,2154,32907.65,0.065455902,641,47,5,39,44,9,53,46,43,5,13,129,156,14,26,12,0,62171,62171,,64167,,,,24836,,70515,,57850,63750,60498,43224,47488,34292,35565,50588,19492,33200,39828,14500,37005,19500,36739,31061,43667,53487,40508,18194,40890,51103,61964,,35969,33333,35357,24342,42750,60729,62171,69135,40278,-0.417400738,641,539,102,641,529,112,641,15,626,641,117,524,641,117,524,641,20,621,641,22,619,641,62,579,641,32,609,18591,15269,20941,,,,12025,,12555,12317
36005003100,"Census Tract 31, Bronx County, New York","Census Tract 31, Bronx County, New York",ny,140,0,ACSSF,3485,,,,,36,5,3100,14000US36005003100,,,156292,0,1272,1272,21078.91,0.060344681,478,74,28,84,21,57,8,22,33,30,54,21,36,0,10,0,0,28047,28047,38173,34688,,,,21719,,26600,,36102,28750,39556,18750,25697,18603,20063,20897,16538,16522,38750,7917,21331,15500,32452,40655,17768,,21048,16419,30625,,,,23750,11071,46316,41607,,,28047,44167,26000,-0.411325198,478,415,63,478,369,109,478,54,424,478,5,473,478,84,394,478,22,456,478,22,456,478,27,451,478,11,467,13987,20013,13053,,,,11621,,15666,
36005005400,"Census Tract 54, Bronx County, New York","Census Tract 54, Bronx County, New York",ny,140,0,ACSSF,3503,,,,,36,5,5400,14000US36005005400,,,199723,0,6052,6052,78481.73,0.077113485,1672,252,146,162,165,116,140,75,46,50,65,30,198,97,63,46,21,29583,29583,21953,32436,,29531,,24534,32063,25556,,47172,30790,49485,18681,27442,17476,21282,24826,10511,12899,32000,8926,21431,16628,22821,17327,48558,117500,23098,20996,23942,25411,38971,,16344,11699,20465,7458,49904,,29583,44250,26134,-0.40940113,1672,1275,397,1672,1240,432,1672,192,1480,1672,174,1498,1672,293,1379,1672,178,1494,1672,97,1575,1672,119,1553,1672,318,1354,15556,20039,18230,,20561,,11681,16092,14657,
36005026400,"Census Tract 264, Bronx County, New York","Census Tract 264, Bronx County, New York",ny,140,0,ACSSF,3664,,,,,36,5,26400,14000US36005026400,,,425747,0,5825,5825,35435.79,0.164381843,2007,232,40,13,67,42,164,17,55,124,91,180,402,299,101,113,67,73720,73720,66328,96302,,117917,,86445,,86220,67266,79059,87488,90314,47422,52540,32354,44279,53134,16490,22297,48403,12803,50275,43780,47250,50337,51344,73750,54086,,59281,60781,48803,84000,45577,10847,34179,47569,52406,69485,73720,89914,53652,-0.403296483,2007,1515,492,2007,1471,536,2007,104,1903,2007,238,1769,2007,631,1376,2007,113,1894,2007,25,1982,2007,408,1599,2007,157,1850,29897,31846,25104,,29580,,27784,3838,29305,30557
36005027300,"Census Tract 273, Bronx County, New York","Census Tract 273, Bronx County, New York",ny,140,0,ACSSF,3671,,,,,36,5,27300,14000US36005027300,,,213239,0,8723,8723,105949,0.082332042,2548,270,106,125,137,254,66,178,117,179,192,429,100,207,117,71,0,45370,45370,50875,46602,,107778,,42577,39667,42808,46575,53386,46250,55373,31083,39823,21545,25324,31778,12277,17226,34497,9293,29144,25725,23615,32417,38024,41576,30480,19632,26076,40875,22045,41739,28544,26406,18953,31279,40114,27143,45370,68547,41130,-0.399973741,2548,2172,376,2548,2116,432,2548,165,2383,2548,81,2467,2548,491,2057,2548,312,2236,2548,290,2258,2548,180,2368,2548,287,2261,17185,23691,15990,,28812,,16167,8257,15753,29627
36005023000,"Census Tract 230, Bronx County, New York","Census Tract 230, Bronx County, New York",ny,140,0,ACSSF,3631,,,,,36,5,23000,14000US36005023000,,,159383,0,3341,3341,54291.55,0.061538123,1041,150,52,71,105,75,13,7,10,20,165,168,54,87,26,38,0,51411,51411,55852,55536,,43250,,29602,,29421,55852,51224,51908,55641,25000,38185,19858,19735,30179,16923,20170,27000,8207,25556,25257,21643,24775,40417,65547,24516,60149,19441,19327,47222,,26333,11702,40625,26563,27344,44402,51411,60598,36429,-0.398841546,1041,828,213,1041,828,213,1041,10,1031,1041,62,979,1041,225,816,1041,129,912,1041,60,981,1041,66,975,1041,55,986,17783,17026,35703,,23391,,14727,,14375,20220
36005045102,"Census Tract 451.02, Bronx County, New York","Census Tract 451.02, Bronx County, New York",ny,140,0,ACSSF,3803,,,,,36,5,45102,14000US36005045102,,,206995,0,1783,1783,22309.47,0.07992122,864,42,57,25,32,14,17,57,17,14,152,40,149,146,51,43,8,72569,72569,73889,81250,,,,52902,,54955,74167,73262,101000,94115,54471,59061,46399,48375,52588,32500,36523,63478,13125,53156,76058,44813,44566,75573,54732,50991,80042,53284,43776,46488,53654,61154,5000,32206,63355,82083,60288,72569,91375,55150,-0.396443228,864,668,196,864,600,264,864,92,772,864,166,698,864,196,668,864,8,856,864,4,860,864,131,733,864,90,774,37658,38774,37868,,23489,,26174,,38284,38225
36005021002,"Census Tract 210.02, Bronx County, New York","Census Tract 210.02, Bronx County, New York",ny,140,0,ACSSF,3604,,,,,36,5,21002,14000US36005021002,,,172714,0,6300,6300,94473.66,0.066685251,2982,299,155,138,253,163,205,48,198,111,285,398,405,150,85,61,28,47353,47353,26176,48726,,53393,,32210,73158,52882,26103,56131,65688,73558,32578,40331,31012,34921,47778,16034,27227,43190,17589,40132,21964,36175,40135,43371,60690,41977,33839,42957,48086,48382,42381,32413,12292,35800,31427,43103,60776,47353,68143,41346,-0.393246555,2982,2169,813,2982,2091,891,2982,224,2758,2982,136,2846,2982,799,2183,2982,219,2763,2982,10,2972,2982,621,2361,2982,242,2740,27632,21115,32719,,14471,,24710,29535,26233,18522
36005041100,"Census Tract 411, Bronx County, New York","Census Tract 411, Bronx County, New York",ny,140,0,ACSSF,3776,,,,,36,5,41100,14000US36005041100,,,120752,0,3063,3063,65697.73,0.04662261,1160,313,83,45,37,68,62,22,0,68,157,107,143,28,0,13,14,31371,31371,31250,50988,,,,22109,24464,25270,31944,41999,39714,51895,9639,23229,20891,20566,29048,9692,22188,44191,9841,28500,14693,27500,16510,60326,113542,24653,28333,24444,12114,60924,,30918,8375,29583,43487,39402,89500,31371,50039,30542,-0.389636084,1160,941,219,1160,925,235,1160,73,1087,1160,8,1152,1160,139,1021,1160,117,1043,1160,34,1126,1160,42,1118,1160,193,967,16323,19682,26335,,9459,,11276,13024,13887,18153
36005030000,"Census Tract 300, Bronx County, New York","Census Tract 300, Bronx County, New York",ny,140,0,ACSSF,3690,,,,,36,5,30000,14000US36005030000,,,415426,0,5750,5750,35848.58,0.160396882,2521,230,170,123,186,115,220,79,90,99,171,227,225,251,180,77,78,48485,48485,41037,40313,,76607,,49318,108162,51569,39149,65847,59344,80593,32471,43027,31276,31480,48511,12432,30923,44281,12423,41276,27750,31486,31940,51972,66056,44428,42807,21838,43445,65285,71607,34604,26691,38750,25515,36000,65264,48485,64276,39519,-0.385167092,2521,1912,609,2521,1876,645,2521,104,2417,2521,401,2120,2521,655,1866,2521,105,2416,2521,0,2521,2521,347,2174,2521,271,2250,30044,36710,31164,,21767,,25294,14356,25102,37736
36005027700,"Census Tract 277, Bronx County, New York","Census Tract 277, Bronx County, New York",ny,140,0,ACSSF,3675,,,,,36,5,27700,14000US36005027700,,,171925,0,5723,5723,86214.93,0.066380616,1791,339,106,94,199,126,185,131,130,50,77,65,132,118,17,22,0,30750,30750,33750,30313,,30813,,31351,28846,29306,36250,39608,31500,42171,28325,28619,15494,16939,31944,11234,12464,30685,8564,20716,18828,16813,31830,51250,36696,19692,18958,17654,47212,57768,35179,21221,17188,9701,21969,47321,39861,30750,44167,27193,-0.384314081,1791,1323,468,1791,1181,610,1791,234,1557,1791,170,1621,1791,446,1345,1791,234,1557,1791,144,1647,1791,159,1632,1791,258,1533,13434,16168,13521,,17688,,12338,10692,11992,23551
36005033600,"Census Tract 336, Bronx County, New York","Census Tract 336, Bronx County, New York",ny,140,0,ACSSF,3710,,,,,36,5,33600,14000US36005033600,,,184397,0,6438,6438,90426.32,0.071196083,2627,647,315,86,144,96,91,137,115,113,123,161,261,243,66,0,29,31594,31594,36098,35116,,,,21884,13576,25381,88011,47439,40236,57795,11388,30410,23226,30643,37240,9781,20417,40444,9495,37021,32500,38725,36197,52609,57259,36625,35052,38819,39470,81250,,38136,14637,38491,34125,52043,56294,31594,46923,29020,-0.38153997,2627,1703,924,2627,1698,929,2627,73,2554,2627,67,2560,2627,700,1927,2627,355,2272,2627,196,2431,2627,334,2293,2627,174,2453,22097,39487,20316,,32470,,18022,11549,16653,90450
36005029301,"Census Tract 293.01, Bronx County, New York","Census Tract 293.01, Bronx County, New York",ny,140,0,ACSSF,3685,,,,,36,5,29301,14000US36005029301,,,289782,733019,1868,1868,16695.65,0.11188546,858,60,7,0,8,6,16,51,50,10,36,75,93,104,96,81,165,101700,101700,101350,,,122417,,,,71500,101300,145544,122250,184283,80114,106896,63899,61630,96000,38750,66696,95938,40208,81136,,42792,62727,65250,87434,76100,,,63920,53813,100469,83879,,8661,56042,87083,86382,101700,114205,70688,-0.381042862,858,609,249,858,563,295,858,108,750,858,322,536,858,332,526,858,4,854,858,0,858,858,146,712,858,106,752,67610,76433,6782,,52060,,26085,13716,48789,77794
36005023301,"Census Tract 233.01, Bronx County, New York","Census Tract 233.01, Bronx County, New York",ny,140,0,ACSSF,3634,,,,,36,5,23301,14000US36005023301,,,120232,0,4540,4540,97798.8,0.046421837,1529,289,203,170,42,127,110,40,87,45,98,55,174,41,36,12,0,27691,27691,9948,31326,,,,25972,11696,20313,,37932,29829,40589,12275,25006,16531,18912,26649,9621,12350,24878,9005,22378,19910,20380,24024,32060,33897,25868,22174,27639,29476,13920,53056,20456,17528,13523,22140,55921,6648,27691,43750,27364,-0.374537143,1529,1059,470,1529,986,543,1529,192,1337,1529,41,1488,1529,248,1281,1529,417,1112,1529,232,1297,1529,93,1436,1529,181,1348,14324,8845,18341,,,,13218,8989,12204,
36005042200,"Census Tract 422, Bronx County, New York","Census Tract 422, Bronx County, New York",ny,140,0,ACSSF,3784,,,,,36,5,42200,14000US36005042200,,,174417,0,3288,3288,48824.83,0.067342783,1092,82,24,82,34,89,53,64,49,16,168,157,129,60,54,28,3,51312,51312,36958,52243,,,,,58661,36845,35278,56694,52141,61336,35958,36624,30538,43077,51898,25150,21549,38116,14195,38592,23462,42000,38861,40333,71406,44006,19817,50060,60481,43917,,35101,27500,33533,36475,35729,71406,51312,59107,37024,-0.373610571,1092,871,221,1092,862,230,1092,21,1071,1092,77,1015,1092,340,752,1092,95,997,1092,71,1021,1092,199,893,1092,79,1013,20510,18825,21863,,,,,13467,15095,24429
36005044902,"Census Tract 449.02, Bronx County, New York","Census Tract 449.02, Bronx County, New York",ny,140,0,ACSSF,3801,,,,,36,5,44902,14000US36005044902,,,156698,0,2273,2273,37569.36,0.060501439,882,43,82,26,29,27,61,53,17,20,44,66,171,96,29,118,0,71154,71154,62222,,,,,93750,,62143,70385,73300,87161,90381,35057,45051,33068,38429,49293,21667,25727,49458,15269,43705,42216,26161,49875,43862,80278,50699,41875,32475,72625,43077,150781,42589,,17500,44444,44099,56786,71154,87070,54792,-0.370713219,882,682,200,882,669,213,882,43,839,882,90,792,882,263,619,882,2,880,882,37,845,882,128,754,882,83,799,29676,31342,,,,,21547,19853,21763,31529
36005042000,"Census Tract 420, Bronx County, New York","Census Tract 420, Bronx County, New York",ny,140,0,ACSSF,3782,,,,,36,5,42000,14000US36005042000,,,150505,0,3437,3437,59146.13,0.058110308,1284,235,191,108,76,33,0,80,121,28,153,117,68,27,38,9,0,29886,29886,15952,41042,,18800,,20188,,16875,16625,38267,41679,47174,12488,26186,19541,19888,43217,9809,18627,33817,10725,34658,19439,33900,40938,46667,26705,42541,20625,35139,52196,26711,,32240,13203,31250,29732,55962,26705,29886,46094,29489,-0.360242114,1284,839,445,1284,828,456,1284,23,1261,1284,58,1226,1284,352,932,1284,140,1144,1284,110,1174,1284,155,1129,1284,82,1202,16373,17776,18841,,21907,,8953,23967,10992,13038
36005037600,"Census Tract 376, Bronx County, New York","Census Tract 376, Bronx County, New York",ny,140,0,ACSSF,3740,,,,,36,5,37600,14000US36005037600,,,126341,0,2630,2630,53914.95,0.048780535,703,45,24,33,35,42,18,25,52,86,41,79,56,59,91,17,0,49566,49566,42083,49969,,128676,,39904,,45515,,65013,57310,72014,27969,30107,30877,23523,40208,12500,35202,43646,15938,39361,21667,32267,36809,39565,54091,39004,22396,58056,19602,39022,,40370,9821,21500,37039,41146,54356,49566,73750,47426,-0.356935593,703,584,119,703,570,133,703,19,684,703,53,650,703,155,548,703,85,618,703,47,656,703,69,634,703,93,610,19291,15883,21691,14967,18552,,16156,,15359,25740
36005029700,"Census Tract 297, Bronx County, New York","Census Tract 297, Bronx County, New York",ny,140,0,ACSSF,3689,,,,,36,5,29700,14000US36005029700,,,240656,0,3728,3728,40121.48,0.092917805,1474,43,16,29,85,32,37,43,43,43,52,131,311,175,75,137,222,90909,90909,87425,88750,,187882,,52000,64886,56111,90297,107336,107321,124784,45000,58123,59071,59274,75437,23897,58281,78049,30402,72565,,42031,36042,73542,75211,71094,,42969,41250,62939,74774,73393,,40625,30000,92606,76066,90909,105625,68333,-0.353060355,1474,1099,375,1474,1050,424,1474,257,1217,1474,601,873,1474,591,883,1474,17,1457,1474,16,1458,1474,340,1134,1474,127,1347,44261,45246,41788,,76865,23310,54529,9865,24073,45634
36005016700,"Census Tract 167, Bronx County, New York","Census Tract 167, Bronx County, New York",ny,140,0,ACSSF,3574,,,,,36,5,16700,14000US36005016700,,,208334,0,2167,2167,26939.93,0.080438211,695,100,44,57,77,38,33,65,15,65,68,92,37,4,0,0,0,32386,32386,9821,37031,,,,35221,,31912,,36707,36875,39010,16094,24209,17211,18864,29438,11146,16218,33750,10276,25559,21471,19970,40302,32222,37031,26012,24464,20875,35625,38250,,25192,20380,19762,40813,7216,36927,32386,49107,32045,-0.347445374,695,520,175,695,517,178,695,27,668,695,8,687,695,97,598,695,118,577,695,46,649,695,10,685,695,125,570,12759,11177,13519,,,,12298,5126,12879,
36005035800,"Census Tract 358, Bronx County, New York","Census Tract 358, Bronx County, New York",ny,140,0,ACSSF,3722,,,,,36,5,35800,14000US36005035800,,,652929,0,8001,8001,31737.74,0.252097307,2439,93,100,130,101,57,159,33,129,90,238,440,337,157,221,98,56,61407,61407,69107,60495,,,,115757,59426,96172,,70363,69716,80141,31118,35929,32465,42649,51071,15811,29692,49393,12844,43807,32037,28723,42865,56379,69622,46195,37927,37500,44398,56466,69215,40274,16875,22328,37456,54938,75438,61407,76453,50383,-0.340993813,2439,2020,419,2439,1970,469,2439,254,2185,2439,304,2135,2439,537,1902,2439,193,2246,2439,24,2415,2439,379,2060,2439,229,2210,23058,28211,21991,20781,,,26354,30778,27271,16738
